5.337104873965234919e-01,5.075467127265064216e-01,5.146409574634442929e-01,4.977320707875394490e-01
3.316266504327300413e-01,2.701618074344087073e-01,2.328051064271934589e-01,4.572207178546081052e-01
4.157678717598800033e-01,2.759614902142355497e-01,3.101987952971246854e-01,3.242045317574303032e-01
1.958472546753000088e-01,3.740412207687154184e-02,2.841189598622270718e-02,3.380503887197061630e-02
5.588614729514861379e-01,3.780284860663132296e-01,5.032157741547308438e-01,3.321861026122674976e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.502897380914629877e-01,1.649159119610040802e-01,4.000554708409758686e-01,1.448201031079046630e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.750624552421531477e-01,3.630937875586780494e-01,3.459553961479208128e-01,5.945660367448811767e-01
4.767265777218050449e-01,6.338314252012213768e-01,4.253634632585363562e-01,3.925845958678499947e-01
5.960206498914979445e-01,5.286663852478140635e-01,3.265021099697861806e-01,3.118795786645053858e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.760809475161616788e-01,5.298066935051445325e-01,7.210932940039928019e-01,5.283918524615822676e-01
7.304978431600893662e-01,8.317148119191059008e-01,7.822219480644714285e-01,7.813029482441053997e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
