-1.452519386602787499e+01,-1.375413762780005733e+01,-1.492458409838732081e+01,-1.440096710389296142e+01
-1.355448056517648681e+01,-1.293637784738305641e+01,-1.324458950153043446e+01,-1.457522890680463235e+01
-1.274641088973107550e+01,-1.186027473060061155e+01,-1.237579061217172161e+01,-1.376754498216267386e+01
-1.180269281296984296e+01,-1.094963669344223334e+01,-1.130528494624553737e+01,-1.280470098226405362e+01
-1.089216978230124511e+01,-9.970989842007334403e+00,-1.044134174034949680e+01,-1.206134178383956090e+01
-9.961575386122262898e+00,-9.158475193590156493e+00,-9.404167033296666034e+00,-1.121194067165821728e+01
-9.011511147237053265e+00,-8.040928288920845546e+00,-8.416762749718131431e+00,-1.014600734561736317e+01
-8.075327340343086746e+00,-7.098101819303317406e+00,-7.384021567588220591e+00,-9.178726011071558943e+00
-7.126629016679952855e+00,-6.137219859759098561e+00,-6.417276018916130198e+00,-8.268378386368066657e+00
-6.108993771598241196e+00,-5.192603924072161092e+00,-5.414624770159120359e+00,-7.302012286491945225e+00
-5.178084999966479529e+00,-4.230144478469610725e+00,-4.555585449794166131e+00,-6.447089182847168587e+00
-4.218841484011176313e+00,-4.193979353566057000e+00,-3.111414077724503180e+00,-5.279832400667458181e+00
-1.462501087366797137e+01,-1.331824747823621635e+01,-1.509999273352962135e+01,-1.409739821963853501e+01
-1.376921256165278074e+01,-1.229229027073658109e+01,-1.435053284946302554e+01,-1.424080428539540044e+01
-1.280403679360521174e+01,-1.132863442803047604e+01,-1.465435608226398578e+01,-1.335107265081706629e+01
-1.186763574710746560e+01,-1.032944157672533336e+01,-1.208933806294443514e+01,-1.230933914212107716e+01
-1.105670233277924197e+01,-9.346053916373453063e+00,-1.133195983632799120e+01,-1.149094648879014713e+01
-9.976448037372346533e+00,-8.364647430227842406e+00,-1.062857632282321241e+01,-1.065020449772115363e+01
-9.056566717201162575e+00,-7.309146931689232574e+00,-9.237653084220919908e+00,-9.345570277526077163e+00
-8.210209163321005477e+00,-6.149109352821063190e+00,-8.288559057266422059e+00,-8.458681236415490190e+00
-7.102962417260372696e+00,-5.166960403956593950e+00,-7.128963875479112033e+00,-7.634072710992829691e+00
-6.092290304704885529e+00,-4.232936569245002723e+00,-6.150172821388204092e+00,-6.323612768345366675e+00
-5.117564881775908958e+00,-3.116168636204176945e+00,-1.090655076501342791e+01,-5.469557134395235387e+00
-4.083673258125593009e+00,-3.137762929834681191e+00,-2.083651813555456478e+00,-4.283586448682327408e+00
-1.417404225727810463e+01,-1.516928538066604126e+01,-1.625786474994426101e+01,-1.497708769519960903e+01
-1.316009018759043414e+01,-1.491576857531260814e+01,-1.124777458328721309e+02,-1.526419645412492443e+01
-1.226694787959848654e+01,-1.362141041320913004e+01,-8.443398417611706464e+01,-1.310771632423077016e+01
-1.121380471804852696e+01,-1.160677799153222090e+01,-8.125260150659362068e+01,-1.671602762940262821e+01
-1.035162882683587782e+01,-1.228434126018308881e+01,-9.458518007962581464e+01,-1.146794777012297217e+01
-9.257240057846310322e+00,-1.175064416207241536e+01,-9.463510537970637415e+01,-1.048558207186412972e+01
-8.200218315105143319e+00,-9.533896857838055183e+00,-8.990404824268901507e+01,-9.241041083861533778e+00
-7.415464594648475405e+00,-8.482519675370266299e+00,-7.891165362257142135e+01,-8.372712976681894403e+00
-6.174789782375966318e+00,-6.756327918013627531e+00,-7.835751832695741825e+01,-6.861071082769029772e+00
-5.178332823134864427e+00,-1.578764747654532030e+01,-9.073230084959449471e+01,-6.698782780665832881e+00
-4.102396405993567363e+00,-2.016999799942488902e+00,-1.108711014752290112e+02,-5.531305820517587790e+00
-3.450760935090025239e+00,-2.159776536688934101e+00,-9.999999999999995559e-01,-3.201403064834243750e+00
-1.501898421582755461e+01,-1.149441163675747788e+02,-1.764053880179729106e+01,-1.598470949864052137e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
