0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.456463663348099402e+00,-4.646770073360730890e+00,-4.619498620240655384e+00,-4.526875822043966657e+00,-4.453320640780997763e+00,-5.712334977693982907e+00
-2.138479324390543113e+00,-1.624603057906159886e+00,-1.826764801812310157e+00,-2.005402553146681033e+00,3.791781663440374928e+00,-4.475161316482433094e+00
-4.106656600027948301e+00,-3.884159170279980700e+00,-3.851690083913488660e+00,-3.861155840226337954e+00,-3.414650002402759732e+00,-7.668412670004305376e+00
-6.013853994899371891e+00,-6.050759398489990559e+00,-6.010834762675376197e+00,-6.028207634684917160e+00,-6.206660938670298222e+00,-7.157621259261257585e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.753087720343515343e+00,-6.724125332235670882e+00,-6.732613544474427947e+00,-6.812643418959465791e+00,-8.156330340828199965e+00,-7.479768675696259805e+00
-4.411144541284607534e+00,-4.368553914055341991e+00,-4.366793710470115109e+00,-4.470862728211034920e+00,-5.609621495238653388e+00,-5.597040695818362721e+00
-4.274098888135894114e+00,-4.285181459969328088e+00,-4.208304367743825658e+00,-4.318161977035176236e+00,-5.697777387415079886e+00,-5.619868296423262244e+00
-6.789958189441252401e+00,-6.767046231303963211e+00,-6.721514411042448067e+00,-6.697546363953184034e+00,-9.754281831624322052e+00,-8.496563579393368926e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.077527579587718165e+00,-6.094434640848541029e+00,-6.086641580390289796e+00,-5.988860339572108060e+00,-7.905519095385530548e+00,-8.000813024451337796e+00
-6.334958177617449948e+00,-6.436445944274398201e+00,-6.402779071407974421e+00,-6.464192292873885748e+00,-6.514368881607982331e+00,-7.356366178230084429e+00
-4.367416357888799894e+00,-4.284155700972812397e+00,-4.366674094905471648e+00,-4.279229891511905137e+00,-5.728578913806276596e+00,-5.533988807689936174e+00
-5.869175389038823631e+00,-5.888779939139457298e+00,-5.771153428662088913e+00,-5.832852768318923964e+00,-6.288200646858476794e+00,-7.591357498406766879e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.177199999999999691e-01,1.261183002607335402e+00,-1.000000000000000056e-01,1.708977361053679811e+00,-1.899999999999999911e+00,1.999997497847857630e+01
-3.677426151999436232e+00,-3.795837343971531386e+00,-3.439772602105612087e+00,-3.686317388013974572e+00,-5.446970409039799677e+00,-3.787524662378382256e+00
6.967108661969822592e+00,-1.057876135922205307e+00,-1.332197877077266668e+00,-8.376760914959631155e-01,-3.508058735699149722e+00,-1.373081355765405132e+00
-1.373199462302959750e+00,-3.053908637799188863e+00,-3.099708160532774759e+00,-3.027342455409304023e+00,-3.598582248365880254e+00,-3.074091132791987757e+00
