-1.202237889306405805e+01,-1.198303305493798199e+01,-1.198409542131572358e+01,-1.197105992869949276e+01
-1.150448538857445335e+01,-1.150184928809505358e+01,-1.156079222251914018e+01,-1.155869125202400483e+01
-1.091990577205693214e+01,-1.088254125719444154e+01,-1.086728281196442580e+01,-1.095680020680748257e+01
-1.020790897760756977e+01,-1.015855402432694632e+01,-1.019265362126628993e+01,-1.023050376137346618e+01
-9.412844645478351424e+00,-9.409897100467137676e+00,-9.408108013829229677e+00,-9.500498899626196092e+00
-8.613182022861670006e+00,-8.581129248135722420e+00,-8.584160034748679280e+00,-8.681894580717733234e+00
-7.822047621079401658e+00,-7.696214481626931558e+00,-7.698420820905451656e+00,-7.926197540447942558e+00
-6.817297853888582004e+00,-6.780956782284851769e+00,-6.781423404191318838e+00,-6.902451323858814547e+00
-5.913591534564396568e+00,-5.847149515382391805e+00,-5.847615633272765123e+00,-6.139807357599439186e+00
-4.907463880000991097e+00,-4.899842509317543282e+00,-4.899778799439348909e+00,-5.229675184547674327e+00
-4.239395340772780685e+00,-3.940212199114696112e+00,-3.940218302506864223e+00,-4.245685160694165461e+00
-3.112535271486943422e+00,-3.297196482385171823e+00,-2.970099764182055679e+00,-3.274785870941055332e+00
-1.249871761524325819e+01,-1.224789770010314172e+01,-1.224789770010314172e+01,-1.277017888970008563e+01
-1.202370403883825034e+01,-1.136151282838702059e+01,-1.136151282838702059e+01,-1.237705295816744133e+01
-1.142958357715868623e+01,-1.046617457412831342e+01,-1.046617457412831342e+01,-1.184761045759684350e+01
-1.062741699738714374e+01,-9.561792499119516009e+00,-9.561792499119516009e+00,-1.099229499963345269e+01
-1.003501559574964119e+01,-8.648275251635883620e+00,-8.648275251635883620e+00,-1.040322749129580338e+01
-9.370904390890837377e+00,-7.725530557207971327e+00,-7.725530557207971327e+00,-9.483803187505078114e+00
-8.552129658479966423e+00,-6.793465209300984853e+00,-6.793465209300984853e+00,-8.612267857375696778e+00
-7.650867157898144200e+00,-5.851985059899988073e+00,-5.851985059899988073e+00,-7.692653813241571825e+00
-6.751428794680834677e+00,-4.900995009999991936e+00,-4.900995009999991936e+00,-6.768550209598194201e+00
-5.841618513538969104e+00,-3.940398999999994878e+00,-3.940398999999994878e+00,-5.841930796833329609e+00
-4.890706349444331913e+00,-2.970099999999996854e+00,-2.970099999999996854e+00,-4.895912917854986723e+00
-3.930050508548823540e+00,-2.969916998121719942e+00,-1.989999999999998437e+00,-3.938143902722496481e+00
-1.312541872310210067e+01,-1.136151282838702059e+01,-1.312541872310210067e+01,-1.224789770010314172e+01
-1.224789770010314172e+01,-1.046617457412831342e+01,-1.121254187231020580e+02,-1.224789770010314172e+01
-1.136151282838702059e+01,-9.561792499119516009e+00,-1.121254187231020580e+02,-1.136151282838702059e+01
-1.046617457412831342e+01,-8.648275251635883620e+00,-1.121254187231020580e+02,-1.046617457412831342e+01
-9.561792499119516009e+00,-7.725530557207971327e+00,-1.121254187231020580e+02,-9.561792499119516009e+00
-8.648275251635883620e+00,-6.793465209300984853e+00,-1.121254187231020580e+02,-8.648275251635883620e+00
-7.725530557207971327e+00,-5.851985059899988073e+00,-1.121254187231020580e+02,-7.725530557207971327e+00
-6.793465209300984853e+00,-4.900995009999991936e+00,-1.121254187231020580e+02,-6.793465209300984853e+00
-5.851985059899988073e+00,-3.940398999999994878e+00,-1.121254187231020580e+02,-5.851985059899988073e+00
-4.900995009999991936e+00,-2.970099999999996854e+00,-1.121254187231020580e+02,-4.900995009999991936e+00
-3.940398999999994878e+00,-1.989999999999998437e+00,-1.121254187231020580e+02,-3.940398999999994878e+00
-2.970099999999996854e+00,-1.989999999999998437e+00,-9.999999999999995559e-01,-2.970099999999996854e+00
-1.224789770010314172e+01,-1.121254187231020580e+02,-1.312541872310210067e+01,-1.312541872310210067e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
